gametime,freekick,shooter_id,shooter_x,shooter_y,gk_id,gk_x,gk_y,shot_dist_goal,angle_to_goal,defender_infront,defender_around,goal,predictions_xgb
82.92,FALSE,589,33.114,-10.256,13969,49.949,-1.853,21.931769924016624,16.88156464383991,2,0,0,0.08975787460803986
95.35,FALSE,589,24.711,-5.031,13969,50.561,-0.159,28.24074152709167,14.542596617509618,2,0,0,0.056182220578193665
34.23,FALSE,649,-25.408,-11.754,13799,-51.413,-1.073,29.531897670146428,13.003692586769857,2,1,0,0.04696010798215866
24.05,FALSE,668,-41.016,-13.938,61,-51.152,-2.63,18.05962624197965,15.044527774889854,2,2,0,0.03523865342140198
57.63,FALSE,754,43.532,-6.362,4602,51.415,-2.416,10.995456698109454,31.4096101233706,1,3,0,0.10711552947759628
85.4,FALSE,916,-43.094,-2.371,11241,-50.611,0.525,9.700230770450771,40.47066203733049,5,9,0,0.0993284359574318
70.93,FALSE,926,48.396,0.858,1785,51.737,1.703,4.192729421272018,82.07229319913341,2,5,0,0.16033203899860382
81.95,FALSE,926,47.376,-8.824,1785,51.428,-1.689,10.203840061467057,22.461762378814118,1,2,0,0.08556368201971054
29.25,FALSE,926,-42.256,15.923,1672,-50.957,3.267,18.93360676152328,12.259607364024212,1,1,0,0.050489649176597595
14.12,FALSE,963,47.48,5.445,1785,49.61,2.835,7.405972252175944,41.555804667506884,1,1,0,0.3258279860019684
7.13,FALSE,963,-40.825,-3.652,1672,-51.604,-0.761,12.232854491082609,32.097989240482505,3,4,0,0.06586282700300217
46.87,FALSE,963,-45.482,3.077,1672,-50.603,2.155,7.66291413236505,48.578448083861844,1,2,0,0.23374441266059875
62.22,FALSE,963,-33.228,-5.417,1672,-51.197,0.327,20.018837953287896,20.01099131775089,2,1,0,0.055929649621248245
57.4,FALSE,963,-34.01,11.731,13854,-51.72,1.82,21.897407631954977,16.192289329721252,2,1,0,0.0422513522207737
76.53,FALSE,1067,49.515,-7.506,462,51.622,-3.896,8.077763366180022,22.849287086118622,1,2,0,0.11068010330200195
12.2,FALSE,1225,-39.096,15.385,1672,-50.453,2.163,20.405034697348594,13.684406851827104,2,2,0,0.03111746720969677
65.97,FALSE,1225,-35.535,13.431,1672,-50.005,2.308,21.637998659765188,15.272169001826665,1,1,0,0.044314682483673096
48.33,FALSE,1228,-32.852,8.681,13854,-51.721,1.201,21.480308773385918,17.798110917174352,2,1,0,0.0305758286267519
16.62,FALSE,1257,-26.37,7.489,32,-50.783,0.622,27.18201649988462,14.77010466941567,3,1,0,0.0323437936604023
30.28,FALSE,1257,32.222,8.081,8538,48.403,0.426,21.828876402600294,17.771782196779693,1,3,0,0.06728658825159073
66.47,FALSE,1257,30.821,2.651,8538,48.232,1.399,21.84048630410962,18.89564965232303,1,2,0,0.07915068417787552
38.63,FALSE,1257,24.272,-14.416,13924,50.112,-1.41,31.69607294287417,11.77490839354919,2,0,0,0.031219933182001114
93.07,FALSE,1257,30.78,11.116,13924,50.208,1.275,24.399259333020748,15.28102217244627,2,1,0,0.0403970442712307
7.87,FALSE,1257,30.425,-11.406,14034,51.088,-1.131,24.847584610983823,14.977504006975176,3,1,0,0.04850641265511513
48.38,FALSE,1287,-29.016,8.933,2059,-50.66,1.328,25.125619295850203,15.546806569985911,1,2,0,0.050306763499975204
2.08,FALSE,1289,31.318,-0.134,1785,49.188,-1.121,21.182423846198525,19.60573149017762,2,1,0,0.04303399473428726
25.1,FALSE,1334,-43.973,-1.081,169,-51.147,1.106,8.595248105784965,45.901993588952294,1,3,0,0.25004908442497253
48.27,FALSE,1334,-33.474,11.865,169,-49.894,1.907,22.422464204453533,15.885838371291484,2,0,0,0.03895583003759384
48.75,FALSE,1334,-38.11,-7.573,11241,-51.634,-0.397,16.261070967190324,22.763686364468782,2,0,0,0.1075616329908371
48.92,FALSE,1334,-27.565,-1.899,11241,-50.661,0.188,25.00720748104434,16.60770061721255,5,0,0,0.05350445210933685
53,FALSE,1334,-36.124,-4.409,11241,-50.918,-1.162,16.959146706128816,23.61225142531391,1,1,0,0.04539052024483681
35.2,FALSE,1336,40.601,2.435,462,45.153,1.329,12.145592863257027,33.000675047541264,1,1,1,0.18200215697288513
42.1,FALSE,1336,-36.926,12.439,11241,-48.893,1.277,19.931838776189213,16.53984889486868,1,2,0,0.04097500815987587
62.62,FALSE,1336,-33.829,10.781,11241,-49.931,1.775,21.560060343143753,16.843464688685522,1,0,0,0.044902391731739044
27.15,FALSE,1336,-45.012,-2.381,13968,-50.313,-0.967,7.857436286728642,48.58807094063322,1,3,0,0.28824713826179504
32.73,FALSE,1336,-42.301,13.871,13968,-51.478,3.08,17.216975402201165,14.776776750202263,2,2,0,0.11515509337186813
51.13,FALSE,1336,-43.224,-14.678,13968,-46.479,-10.187,17.363405771910074,13.261983234965525,1,0,1,0.05765797570347786
91.17,FALSE,1339,28.014,3.606,462,50.286,0.498,24.750099636163085,16.654138127379305,3,0,0,0.04080689325928688
66.4,FALSE,1363,-26.129,5.287,8538,-49.653,1.209,26.895761933806597,15.210271442177364,1,2,0,0.04063040018081665
65.67,FALSE,1363,-43.158,-12.648,13907,-49.632,-2.538,15.72402200456359,16.300254719830995,1,1,0,0.04257354512810707
67.83,FALSE,1363,-42.935,-6.771,13907,-50.666,-2.344,11.719030079319703,29.462825726277778,1,2,0,0.15642665326595306
11.08,FALSE,1368,44.752,6.793,8538,51.793,0.524,10.304191040542676,31.436763971182597,1,4,0,0.09635324776172638
45.15,FALSE,1368,-19.862,-8.762,13907,-51.292,-1.364,33.79366342970233,11.9521678595488,3,1,0,0.03794563189148903
49.4,FALSE,1368,-28.329,2.449,14034,-50.826,-0.202,24.29474926810318,17.05214974232558,3,0,0,0.14423172175884247
50.18,TRUE,1377,28.732,11.851,13969,52.175,-0.208,26.55869019737231,14.113341679720333,3,0,0,0.03224654495716095
67.97,FALSE,1380,-27.234,10.218,8538,-49.617,1.452,27.253958978467693,14.228414441430767,2,1,0,0.03895692899823189
49.5,FALSE,1380,-35.754,1.779,13907,-51.078,-0.75,16.8402303131519,24.402388453851763,4,2,0,0.09377638250589371
106.15,FALSE,1381,-34.239,12.338,1785,-51.255,4.965,22.038383901729276,15.802759959749826,5,0,0,0.1426212042570114
9.03,FALSE,1387,-40.429,-11.811,13854,-50.991,-2.547,16.888124881110986,18.008058920989484,1,3,0,0.059350691735744476
10.82,FALSE,1387,-49.737,-10.494,13854,-51.088,-4.93,10.851645266962977,10.967792258843586,1,2,0,0.06673943251371384
47.9,FALSE,1387,-35.027,-10.534,13854,-51.227,-0.943,20.402717588595888,17.61328120284035,1,0,0,0.07163581997156143
59.75,FALSE,1387,-46.918,-4.558,13854,-48.943,-2.019,7.206530926874595,46.674947414542196,1,1,0,0.313996821641922
3.98,FALSE,1393,-38.791,-0.717,1785,-48.713,0.687,13.727737249816522,29.82336884332132,1,4,0,0.06517872214317322
30.1,FALSE,1393,-35.12,-11.433,1785,-49.211,-2.498,20.80331437535856,16.87542204418192,2,2,0,0.040166039019823074
38.73,FALSE,1393,-36.687,-30.931,1785,-49.291,-1.899,34.73870651017392,5.540029085240094,0,0,0,0.050506073981523514
81.97,FALSE,1393,-30.02,-2.578,1785,-49.941,3.036,22.627339304478554,18.264476294462085,1,1,0,0.09873761236667633
52.47,FALSE,1393,-38.657,-15.139,4691,-50.387,-2.253,20.513848249414348,13.966756880158878,2,2,0,0.037195123732089996
15.47,FALSE,1393,-35.486,-8.806,13924,-49.789,-1.759,19.157813862755845,19.401589284961315,1,2,0,0.03928869962692261
34.18,FALSE,1393,-26.259,-7.391,13924,-49.789,-0.906,27.26200583229341,14.745462014083243,2,2,0,0.04026222229003906
51.58,FALSE,1393,-42.055,-12.954,13924,-49.746,-3.181,16.6404369233503,16.180165933273937,1,1,0,0.05569576844573021
27.5,FALSE,1393,31.565,13.35,14034,50.662,0.851,24.829352085787498,14.256784847128836,3,0,0,0.04809115082025528
77.08,FALSE,1393,40.802,-12.518,14034,44.248,-8.138,17.1331120348873,16.99617371499332,1,1,1,0.06276948750019073
81,FALSE,1394,44.349,-2.728,1785,51.926,-3.997,8.595393242894712,44.60903971891376,0,2,0,0.24093611538410187
90.32,FALSE,1394,48.931,-9.722,1785,51.605,-3.037,10.356401160634904,15.554149250209951,1,1,0,0.06822800636291504
62.67,FALSE,1394,-43.669,14.156,3841,-50.037,3.902,16.684690497578913,13.709582950224096,1,2,0,0.06653350591659546
80.7,FALSE,1394,-44.572,11.311,3841,-48.995,4.589,13.812744296482142,18.114854671555833,1,2,0,0.0940905213356018
91.93,FALSE,1394,-38.198,-3.587,3841,-49.797,-0.223,14.744957544869365,27.164341244863767,1,2,1,0.11793193221092224
61.55,FALSE,1394,45.699,6.691,4602,50.306,3.644,9.540601762991683,32.67247942687557,1,1,1,0.35380515456199646
8.87,FALSE,1394,-43.341,-3.989,13799,-51.12,-1.326,9.98996506500398,37.80919869187298,1,3,0,0.15943720936775208
10.98,FALSE,1394,-48.402,-1.113,13799,-51.635,-0.151,4.246454167891135,81.21317651948021,1,3,1,0.3021399974822998
22.57,FALSE,1394,-38.278,10.555,13799,-47.97,2.53,17.71082462789353,19.121219766383796,1,1,0,0.09490437060594559
47.82,FALSE,1406,-45.641,3.99,11241,-51.025,1.588,7.935110648251858,45.366066764208774,1,4,1,0.2441694587469101
48.68,FALSE,1406,-40.046,-11.23,11241,-50.034,-2.887,16.769466777450024,18.798104640644336,1,1,0,0.06582760065793991
58.77,FALSE,1406,-42.997,9.95,11241,-50.681,1.299,13.758979213589939,21.575419738230504,1,0,0,0.22369590401649475
21.17,FALSE,1513,30.897,14.881,4602,50.734,2.229,26.23230393998972,13.189982971275164,2,2,0,0.03728533163666725
88.45,FALSE,1513,-32.073,-12.901,13799,-50.754,-1.501,24.15984540513453,14.691499778665415,1,2,0,0.05365375429391861
120.73,FALSE,1519,36.798,-6.439,1785,47.953,-2.307,16.970961227932847,22.71126988207851,2,2,0,0.06972397118806839
6.02,FALSE,1519,-36.95,20.166,13799,-50.902,0.044,25.46507522078032,10.161375113861899,2,1,0,0.03924394026398659
13.93,FALSE,1522,31.748,7.533,13942,49.056,1.37,22.076947094197603,17.769440577151112,2,3,0,0.07847896963357925
48.92,FALSE,1522,29.045,-4.755,13942,53.511,2.262,23.932134255013693,17.06365024347517,2,1,1,0.015998056158423424
96.57,FALSE,1531,31.652,-1.702,61,50.037,0.063,20.917359011118013,19.78893186758101,1,2,0,0.06094162538647652
106.88,FALSE,1531,-30.577,15.557,61,30.104,2.478,84.52105168536416,4.874725774430605,1,0,0,0.04527478292584419
107.95,FALSE,1531,-21.935,18.09,61,33.31,0.037,76.60167964868656,5.3171346572002545,0,1,1,0.042384278029203415
34.57,FALSE,1531,38.485,-8.098,435,49.732,-2.085,16.18634699368576,22.424297231463296,2,3,1,0.08610915392637253
49.95,FALSE,1531,34.032,1.194,435,50.286,0.476,18.50655721629499,22.331769209842786,2,2,0,0.07046572864055634
65.8,FALSE,1531,30.053,5.337,435,49.997,1.231,23.07274101618618,17.568854876866748,3,1,0,0.0662868469953537
92.68,FALSE,1531,39.371,-12.168,435,49.46,-2.279,17.900582811741074,17.380501121665123,2,4,0,0.05346708744764328
94,FALSE,1531,41.112,2.348,435,49.658,2.654,11.627538346528898,34.38692784889394,2,2,0,0.17665153741836548
50.97,TRUE,1531,30.438,-4.591,3343,51.805,1.059,22.53462058699902,18.0889628409183,4,0,0,0.027152519673109055
63.5,FALSE,1531,29.685,1.801,3343,49.605,0.763,22.885974438507095,18.119313977506096,3,1,1,0.05543883517384529
6.47,FALSE,1531,-33.306,-2.288,8042,-50.179,-0.61,19.32988825627298,21.3061946956124,1,3,0,0.056078895926475525
9.82,FALSE,1531,-45.058,-12.995,8042,-51.63,-2.96,14.975092286860871,14.485712858342067,1,1,0,0.0533982552587986
35.25,FALSE,1531,-49.153,7.149,8042,-50.633,4.503,7.893706987214563,26.60489544084657,1,3,0,0.3624308407306671
52.52,FALSE,1531,-39.699,-10.928,8042,-49.68,-1.783,16.831125482272423,19.146451890034555,3,2,0,0.06474452465772629
63.27,FALSE,1531,-41.642,-13.843,8042,-50.096,-3.193,17.59331728242289,15.024002425281335,2,4,0,0.09603685140609741
70.57,FALSE,1531,-40.874,-5.166,8042,-50.622,-1.934,12.722084420408471,29.82349523747193,2,1,0,0.11416986584663391
21.55,FALSE,1531,-32.096,10.684,11241,-49.909,0.628,23.03195762413608,16.11136473386402,2,2,0,0.045647673308849335
39.1,FALSE,1531,-38.008,-7.497,11241,-50.412,-2.261,16.316343738717933,22.761963969519705,1,3,0,0.1168007031083107
62.45,TRUE,1531,-32.122,-5.99,11241,-51.236,0.35,21.24012674161809,18.817075729777816,6,0,0,0.06770197302103043
57.05,FALSE,1531,44.72,8.086,13854,50.496,4.005,11.22104255405887,26.846060812918907,2,4,0,0.46697181463241577
1.57,FALSE,1531,38.121,-4.447,13987,51.106,-1.443,15.050961763289413,26.28184507186644,1,4,0,0.11434096843004227
21.73,FALSE,1531,43.508,-6.868,13987,47.346,-4.317,11.31483486401812,29.864802716057625,1,0,1,0.276104599237442
79.97,TRUE,1531,37.311,-10.752,13987,52.022,0.104,18.609439137169073,18.46771864144419,1,3,0,0.031538818031549454
83.52,FALSE,1531,48.272,5.53,13987,51.687,1.144,6.961097901911739,41.435179076211284,1,2,0,0.2549676299095154
60.08,FALSE,1532,-34.333,12.59,169,-51.186,1.301,22.103121702601197,15.635511587423725,1,3,0,0.03829634189605713
5.3,FALSE,1532,32.721,3.859,200,50.262,-0.117,20.151940899079676,20.237890382950862,3,2,0,0.035080622881650925
32.9,FALSE,1532,41.576,-7.688,200,49.856,-2.066,13.358110644847944,25.850214813161887,1,1,0,0.16716402769088745
1.53,FALSE,1532,29.981,-6.895,435,50.631,-1.144,23.550931743776083,16.93822587533882,4,1,0,0.03341833874583244
39.47,FALSE,1532,39.728,1.203,435,50.391,2.11,12.828530430255833,31.733757842784996,2,0,0,0.16494472324848175
9.98,FALSE,1532,48.659,-11.121,8042,51.607,-4.072,11.765624590305437,12.673141964276697,1,1,0,0.06753738224506378
16.02,FALSE,1532,34.112,-5.67,8042,47.988,-2.301,19.24233468163362,20.66480289773992,1,3,0,0.04361077770590782
81.2,FALSE,1532,-30.493,12.208,14013,-50.9,1.081,25.166313059325955,14.565977582735012,2,1,0,0.04425257444381714
32.77,FALSE,1534,49.908,15.437,200,51.296,3.435,15.653096594603893,4.6829217435113,0,1,0,0.07924159616231918
59,FALSE,1534,37.186,0.832,200,46.182,0.603,15.33658436549677,26.81060761560857,1,2,0,0.13933689892292023
25.52,FALSE,1534,44.98,-12.206,435,50.216,-3.759,14.336555932301176,15.9864389538538,2,2,0,0.06035345047712326
41.88,FALSE,1534,34.46,-7.607,435,49.812,-1.853,19.578254493187078,19.64574789855113,4,1,0,0.06425321847200394
66.5,FALSE,1534,38.998,2.988,435,50.089,3.003,13.828671230454503,29.063603687578226,2,0,0,0.28296932578086853
59.52,FALSE,1534,29.043,2.094,1785,47.869,1.007,23.550279934641967,17.601934843174735,3,1,0,0.05782003700733185
97.77,FALSE,1534,-45.52,7.103,14013,-50.921,3.644,9.95856460540373,30.780283715801076,2,2,1,0.22289244830608368
77.22,FALSE,1535,42.899,-0.567,8538,51.709,2.712,9.617727902160675,41.618842396791315,3,5,0,0.08480632305145264
21.35,FALSE,1535,-46.322,-4.058,13907,-51.123,-3.551,7.39155247563054,47.63787634498262,2,3,0,0.19181378185749054
25.43,FALSE,1535,-42.387,-7.074,14034,-49.148,-2.458,12.34156574345411,28.052322910260266,1,2,0,0.20891296863555908
54.85,FALSE,1536,-42.856,2.436,61,-50.168,0.746,9.946900622807085,39.53030745644993,2,3,0,0.13283780217170715
80.25,FALSE,1536,-43.64,4.303,61,-50.689,2.495,9.849640044184355,37.79701703740928,1,1,0,0.18016308546066284
2,FALSE,1545,29.886,16.344,8538,49.505,1.341,27.90195928604298,12.207788609574264,2,0,0,0.04124169796705246
64.65,FALSE,1545,42.912,6.134,8538,51.184,-0.476,11.382253731137784,31.140453796301447,3,1,0,0.11214780062437057
65.88,FALSE,1665,-43.044,4.645,13799,-51.063,0.99,10.53527223188846,35.34527394016741,1,2,0,0.148151695728302
12.57,FALSE,1675,46.43,0.02,200,51.621,-1.701,6.070032948839734,62.17664323760638,3,4,0,0.16826263070106506
39.55,FALSE,1675,37.729,-1.214,1785,50.161,0.092,14.820804195454443,27.66394102982715,6,3,0,0.1270730197429657
3.2,FALSE,1675,42.68,-1.278,8042,51.179,-0.052,9.902811923893132,40.330273360706336,1,8,0,0.10112038999795914
36.82,FALSE,1676,28.358,-3.745,4691,50.495,-0.791,24.430742702586837,16.85045544150046,2,0,0,0.04731184244155884
66.1,FALSE,1676,-35.729,11.681,13854,-50.549,2.29,20.438008758193643,16.890002648858964,1,2,0,0.048751864582300186
85.37,FALSE,1676,-36.404,8.643,13854,-51.35,2.095,18.269719893857154,20.191058007362713,2,1,0,0.064323320984840393
85.4,FALSE,1676,-38.35,6.632,13854,-51.309,1.807,15.627089428297259,24.16854423797,2,2,0,0.10481725633144379
56.23,FALSE,1676,-39.651,-1.297,13871,-50.193,0.097,12.914294792980371,31.51661838453327,3,3,0,0.11625853925943375
25.42,FALSE,1681,-31.55,16.042,61,-49.934,1.611,26.38651670834936,12.657392780568436,1,3,0,0.033828578889369965
11.05,TRUE,1681,-28.513,-11.843,1341,-51.303,-0.522,26.751314322851503,14.038204345595673,2,0,0,0.043707478791475296
34.17,FALSE,1681,-34.03,17.783,1672,-50.667,3.799,25.63934455090457,11.856755571997384,2,0,0,0.0924614816904068
64.08,FALSE,1681,23.897,7.212,13854,50.927,0.489,29.498212708569312,13.732888232107596,1,0,0,0.04267135635018349
53.27,FALSE,1683,30.77,-12.628,12653,50.823,-1.822,25.132832789003313,14.427858096843762,1,0,0,0.05891433730721474
80.87,FALSE,1683,32.022,5.478,12653,50.008,0.562,21.198041607658006,18.974784686545128,1,0,0,0.07418886572122574
27.28,FALSE,1683,28.884,-0.466,4691,51.938,-0.075,23.620597198208177,17.61259956977047,4,1,0,0.014233754947781563
82.25,FALSE,1683,40.353,9.896,4691,51.106,1.661,15.667814940188693,20.96277137788475,2,2,1,0.0574595183134079
20.82,FALSE,1683,22.82,6.045,12653,48.997,-0.026,30.289345073804416,13.51286357962043,2,0,0,0.05919751524925232
22.62,FALSE,1683,-30.648,7.963,13854,-51.865,0.687,23.25767127207709,16.86844366522814,3,1,0,0.07087060064077377
65.13,TRUE,1683,-24.178,-12.675,13854,-50.762,0.433,31.028878629431645,12.318163437092474,2,0,0,0.03415517881512642
33.6,FALSE,1683,27.869,-3.769,13907,50.713,-1.601,24.91769495759991,16.530379871313027,3,1,0,0.033825382590293884
85.78,FALSE,1684,23.245,-4.455,8538,50.538,-0.458,29.592263347030418,13.946780966854321,4,1,0,0.036833763122558594
18.73,FALSE,1684,-39.244,-1.987,13907,-49.813,-1.454,13.404092845097725,30.266898010790303,1,2,0,0.15153206884860992
88.87,FALSE,1684,-29.957,-17.118,13907,-49.328,-2.603,28.30570212872311,11.830043710649651,2,0,0,0.04696010798215866
69.5,FALSE,1684,-27.492,-16.798,14034,-50.355,-1.531,30.125950076304644,11.569888831521329,2,0,0,0.058888766914606094
69.88,FALSE,1684,-28.077,-17.944,14034,-48.741,-1.036,30.306271050724796,11.17360785955786,2,1,0,0.04947501793503761
76.83,FALSE,1684,1.083,-25.892,14034,-40.761,-3.057,59.510785182183575,6.343596266870773,1,0,0,0.09331177175045013
44.77,FALSE,1687,-27.79,5.982,144,-50.214,0.069,25.423776745401145,15.947724188506388,2,1,0,0.05707370862364769
53.65,FALSE,1687,28.192,-6.9,1672,50.828,-1.999,25.268337183123073,15.889152613410754,3,0,0,0.04566848278045654
67.12,FALSE,1687,33.036,0.605,1672,51.028,0.141,19.473400345086112,21.279618632711664,3,2,0,0.042153824120759964
23.3,FALSE,1687,35.333,-9.378,1785,49.991,-1.339,19.561512543768185,18.794026823240877,1,2,0,0.06650175154209137
46.82,FALSE,1687,-25.699,-2.935,1785,-47.897,-0.792,26.961228199026838,15.373821778314651,3,0,0,0.04536204785108566
62.18,FALSE,1687,-30.533,7.647,13799,-50.214,0.649,23.25995911432348,16.948914851976266,2,2,0,0.04047765955328941
51,FALSE,1694,39.382,-17.77,13862,49.697,-3.431,22.087435885588892,11.441304932265457,2,0,0,0.0648597851395607
40.58,FALSE,1695,46.736,12.701,12653,48.313,8.139,13.947727305909018,13.111721806783537,0,1,0,0.13252131640911102
59.55,FALSE,1695,38.385,19.492,12653,50.232,2.328,24.065977831785688,10.349295557210223,2,2,0,0.03941676765680313
26.68,FALSE,1695,45.651,6.732,4691,51.168,0.972,9.603573553630959,32.4547437662614,1,1,0,0.1606796681880951
63.58,FALSE,1695,45.991,5.653,4691,48.095,3.708,8.621107237472458,38.02556505506542,1,2,1,0.457642138004303
61.93,FALSE,1695,43.54,13.895,12653,50.249,3.425,16.533379116200052,14.160213526233484,1,2,0,0.0683569386601448
4.05,FALSE,1695,-33.33,-17.904,13854,-51.403,-1.896,26.230556913645582,11.749814629189409,2,1,0,0.044757552444934845
19.85,FALSE,1695,-37.184,-4.84,13854,-50.757,-1.756,16.062548241172696,24.62361692103549,2,1,0,0.11170638352632523
47.33,FALSE,1695,-46.678,6.071,13854,-48.922,4.139,8.41146390350693,36.612796956414755,1,2,0,0.29216712713241577
6.65,FALSE,1695,43.497,9.092,13907,50.93,4.433,12.795251970946099,23.67277708935478,3,0,1,0.15714406967163086
53.95,FALSE,1695,43.865,12.305,13907,51.368,2.842,15.032506444369147,16.55918798211799,2,2,0,0.07895452529191971
25.9,FALSE,1696,47.37,12.831,1785,49.546,6.678,13.818518770114256,11.941615496668947,1,1,0,0.1708659529685974
8.13,FALSE,1696,-36.842,1.229,3841,-50.42,-0.489,15.706158187157039,26.165333870488126,1,2,0,0.14195479452610016
20.52,FALSE,1696,-40.807,-5.836,3841,-50.696,-1.32,13.068479062232145,28.538562845810578,1,3,1,0.08340635150671005
42.3,FALSE,1696,-26.457,-9.605,3841,-50.41,-1.178,27.757771416307904,14.133084081371667,1,1,0,0.03057083673775196
49.22,FALSE,1696,-43.565,-8.268,3841,-49.876,-2.717,12.173497812872029,25.88265891153191,1,1,0,0.15454261004924774
47.58,FALSE,1696,-33.603,3.486,3841,-48.493,1.091,19.21584775647434,21.24192925292632,2,3,0,0.08363375812768936
64.43,FALSE,1696,35.142,-5.218,4602,50.007,0.385,18.12533276935902,21.9591830514467,1,0,0,0.08408503979444504
73.17,FALSE,1696,-38.546,-15.408,13799,-50.288,-2.555,20.787510192420832,13.70892874384765,1,4,0,0.04121971130371094
84.42,FALSE,1696,-31.676,11.052,13799,-51.149,0.698,23.575107210784854,15.697327702799935,2,2,0,0.034541577100753784
88.77,FALSE,1696,-30.143,20.534,13799,-50.693,1.518,30.35589901485377,10.21607031873414,2,1,0,0.023674704134464264
86.1,FALSE,1697,35.71,8.772,12653,49.876,1.735,18.94339156539821,19.583995599188768,2,2,0,0.06959812343120575
93.43,FALSE,1697,40.13,-3.042,4691,47.033,-1.912,12.738550309984253,31.308693510696617,1,1,0,0.2071167528629303
86.37,FALSE,1697,43.568,13.77,4691,50.918,2.712,16.41321187336592,14.32714660557642,1,3,0,0.044696103781461716
81.53,FALSE,1697,34.155,11.794,12653,49.149,2.693,21.80911417274897,16.199054138126176,2,3,0,0.04652431979775429
29.67,TRUE,1697,-28.952,2.597,13871,-51.785,-0.845,23.6907727396132,17.46505159631771,5,0,0,0.04622217267751694
46.6,FALSE,1697,-41.336,9.132,13871,-52.119,1.019,14.423186887785931,22.776083846874073,3,2,0,0.09996955096721649
28.8,FALSE,1698,24.368,2.859,13969,47.487,0.583,28.276904091501958,14.677752782917981,1,2,0,0.06875468045473099
91.83,FALSE,1702,39.539,-0.839,4656,50.773,0.184,12.98812696273023,31.421910615697303,1,3,0,0.07557263225317001
29.87,FALSE,1789,42,-15.102,200,50.872,-3.115,18.39348808682029,13.3085220647602,2,1,0,0.05198310315608978
78.33,FALSE,1789,45.894,-2.508,200,51.484,-0.765,7.066066798438862,52.928347778559804,1,4,0,0.1843811571598053
46.9,FALSE,1789,29.075,-10.548,1785,48.76,-2.029,25.69028861262559,14.852430306492478,3,1,0,0.03901682049036026
21.33,FALSE,1789,29.439,-14.32,8042,50.146,-2.04,27.145388577067745,13.133671693680053,2,1,0,0.02981100231409073
5.92,FALSE,1810,45.921,3.565,8538,51.548,-0.348,7.482811370066735,48.50666167229743,2,6,0,0.07344678044319153
25.32,FALSE,1810,27.013,1.369,8538,48.55,0.22,25.52374051740849,16.298458298289926,3,0,0,0.06602934747934341
41.55,FALSE,1810,46.144,1.103,8538,47.818,-0.491,6.450995659586202,58.761590854325675,0,3,1,0.2763693928718567
36.28,FALSE,1810,-47.196,9.283,13854,-51.387,1.193,10.691422028897748,21.044135371697728,2,2,0,0.09651508927345276
74.57,FALSE,1810,-40.175,-2.567,13854,-50.846,4.044,12.589484262669384,31.87224458289294,1,2,0,0.24432557821273804
89.78,FALSE,1810,-41.928,-3.902,13854,-52.026,0.414,11.269107684284505,34.26428800487206,3,3,0,0.06503457576036453
95.5,FALSE,1810,-41.264,-6.733,13854,-52.013,0.777,13.098892510437665,27.47189971479811,3,0,0,0.13757303357124329
24.38,FALSE,1810,45.326,4.909,13854,51.869,4.712,8.692787642638004,40.18754457333111,0,1,0,0.14965006709098816
22.57,FALSE,1810,-31.632,6.509,14031,-48.994,3.38,21.859563239003656,18.205793938704588,1,0,1,0.1284809559583664
47.28,FALSE,1810,-41.197,6.043,14031,-51.521,1.181,12.81700659280473,28.73900207481463,2,2,1,0.2008492648601532
89.17,FALSE,1829,-43.224,-0.723,3841,-50.794,1.194,9.304133758711773,42.860202058270715,2,1,1,0.16259029507637024
95.22,FALSE,1829,-36.608,0.784,3841,-50.077,0.156,15.91132678314414,25.880871497986384,2,2,0,0.07502859085798264
73.42,TRUE,1830,25.701,-6.162,8538,51.152,0.955,27.498302583977797,14.794429486109033,4,0,0,0.039312031120061874
74.62,FALSE,1830,32.487,-4.309,13924,48.55,-1.287,20.471630369855742,19.854621294776095,1,0,0,0.1091424897313118
74.57,TRUE,1830,33.516,-3.599,14034,51.653,0.56,19.32213903790158,21.1096899882502,1,6,0,0.04196767508983612
75.58,FALSE,1830,36.989,-9.06,14034,51.24,-3.82,17.963148972270982,20.158864385931224,3,1,0,0.06724134087562561
90.18,FALSE,1830,36.279,-4.55,14034,51.301,0.669,16.8470573394881,23.70501658647447,3,0,0,0.07944917678833008
99.72,FALSE,1830,28.271,1.207,14034,49.721,1.455,24.259045529451484,17.139188060758258,2,0,0,0.098415471613407135
74.25,FALSE,1836,33.994,-2.418,8538,49.94,-1.01,18.663299815413136,22.021494653479344,1,2,0,0.044661447405815125
94.23,FALSE,1836,-28.022,7.848,14034,-49.786,1.192,25.70532217265522,15.471060910649731,2,0,0,0.08758796006441116
2.98,FALSE,1876,-38.724,-8.958,13924,-50.28,-1.511,16.43240518000941,21.45199971417315,2,2,0,0.04093928262591362
34.55,FALSE,1907,-26.548,5.571,13907,-49.757,0.478,26.543216553387044,15.368797061752415,3,0,0,0.04451117292046547
41.58,FALSE,1907,-32.139,6.623,13907,-51.011,-0.03,21.41108241075168,18.515583163968884,3,2,0,0.07938537001609802
91.2,FALSE,1910,-40.839,-7.196,8538,-49.584,-0.498,13.70260329280535,26.083468973773595,1,2,0,0.1630694568157196
23.72,FALSE,1910,-48.88,-0.904,13907,-50.834,-1.058,3.731168181682512,88.86277892498332,1,4,1,0.24566520750522614
50.35,FALSE,1926,48.659,6.216,12653,51.08,0.586,7.3069786505778165,35.10596725184708,1,4,0,0.13292554020881653
